case,stage,metric,unit,value
h96_n8,k2,launch__block_dim_x,block,192
h96_n8,k2,launch__block_dim_y,block,1
h96_n8,k2,launch__block_dim_z,block,1
h96_n8,k2,launch__block_size,,192
h96_n8,k2,launch__cluster_dim_x,,0
h96_n8,k2,launch__cluster_dim_y,,0
h96_n8,k2,launch__cluster_dim_z,,0
h96_n8,k2,launch__cluster_max_active,cluster,0
h96_n8,k2,launch__cluster_max_potential_size,block,8
h96_n8,k2,launch__cluster_scheduling_policy,,PolicySpread
h96_n8,k2,launch__cluster_size,,0
h96_n8,k2,launch__context_id,,1
h96_n8,k2,launch__device_id,,0
h96_n8,k2,launch__func_cache_config,,CachePreferNone
h96_n8,k2,launch__function_pcs,,1
h96_n8,k2,launch__grid_dim_x,,8
h96_n8,k2,launch__grid_dim_y,,96
h96_n8,k2,launch__grid_dim_z,,1
h96_n8,k2,launch__grid_size,,768
h96_n8,k2,launch__occupancy_cluster_gpu_pct,%,0
h96_n8,k2,launch__occupancy_cluster_pct,%,0
h96_n8,k2,launch__occupancy_limit_barriers,block,7
h96_n8,k2,launch__occupancy_limit_blocks,block,32
h96_n8,k2,launch__occupancy_limit_registers,block,4
h96_n8,k2,launch__occupancy_limit_shared_mem,block,2
h96_n8,k2,launch__occupancy_limit_warps,block,10
h96_n8,k2,launch__occupancy_per_barrier_count,,588
h96_n8,k2,launch__occupancy_per_block_size,,758
h96_n8,k2,launch__occupancy_per_cluster_size,,0
h96_n8,k2,launch__occupancy_per_register_count,,2556
h96_n8,k2,launch__occupancy_per_shared_mem_size,,5292
h96_n8,k2,launch__persisting_l2_cache_size,byte,24870912
h96_n8,k2,launch__preferred_cluster_dim_x,,0
h96_n8,k2,launch__preferred_cluster_dim_y,,0
h96_n8,k2,launch__preferred_cluster_dim_z,,0
h96_n8,k2,launch__preferred_cluster_size,,0
h96_n8,k2,launch__registers_per_thread,register/thread,73
h96_n8,k2,launch__registers_per_thread_allocated,register/thread,80
h96_n8,k2,launch__shared_mem_config_size,byte,200704
h96_n8,k2,launch__shared_mem_per_block,byte/block,99456
h96_n8,k2,launch__shared_mem_per_block_allocated,byte/block,99456
h96_n8,k2,launch__shared_mem_per_block_driver,byte/block,1024
h96_n8,k2,launch__shared_mem_per_block_dynamic,byte/block,98432
h96_n8,k2,launch__shared_mem_per_block_static,byte/block,0
h96_n8,k2,launch__sm_count,SM,148
h96_n8,k2,launch__stack_size,,1024
h96_n8,k2,launch__stream_id,,7
h96_n8,k2,launch__thread_count,thread,147456
h96_n8,k2,launch__tpc_count,,74
h96_n8,k2,launch__tpc_enabled,,all
h96_n8,k2,launch__uses_cdp,,0
h96_n8,k2,launch__uses_green_context,,0
h96_n8,k2,launch__uses_mps,,0
h96_n8,k2,launch__uses_nvlink_centric_scheduling,,0
h96_n8,k2,launch__uses_vgpu,,0
h96_n8,k2,launch__waves_per_multiprocessor,,2.59
h96_n8,k2,lrc__average_ilc_input_sector_success_rate.pct,%,0
h96_n8,k2,lrc__average_ilc_output_sector_compression_achieved_rate.pct,%,0
h96_n8,k2,lrc__ilc_input_sectors.sum,sector,2022
h96_n8,k2,lts__d_atomic_input_cycles_active.avg.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,lts__d_atomic_input_cycles_active.max.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,lts__d_atomic_input_cycles_active.min.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,lts__d_atomic_input_cycles_active.sum.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,lts__d_decomp_input_sectors.avg.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,lts__d_decomp_input_sectors.max.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,lts__d_decomp_input_sectors.min.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,lts__d_decomp_input_sectors.sum.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,lts__d_sectors.avg.pct_of_peak_sustained_elapsed,%,16.95
h96_n8,k2,lts__d_sectors.max.pct_of_peak_sustained_elapsed,%,17.79
h96_n8,k2,lts__d_sectors.min.pct_of_peak_sustained_elapsed,%,8.41
h96_n8,k2,lts__d_sectors.sum.pct_of_peak_sustained_elapsed,%,16.95
h96_n8,k2,lts__d_sectors_fill_device.avg.pct_of_peak_sustained_elapsed,%,14.38
h96_n8,k2,lts__d_sectors_fill_device.max.pct_of_peak_sustained_elapsed,%,14.70
h96_n8,k2,lts__d_sectors_fill_device.min.pct_of_peak_sustained_elapsed,%,7.35
h96_n8,k2,lts__d_sectors_fill_device.sum.pct_of_peak_sustained_elapsed,%,14.38
h96_n8,k2,lts__ltcfabric2lts_cycles_active.avg.pct_of_peak_sustained_elapsed,%,10.55
h96_n8,k2,lts__ltcfabric2lts_cycles_active.max.pct_of_peak_sustained_elapsed,%,11.07
h96_n8,k2,lts__ltcfabric2lts_cycles_active.min.pct_of_peak_sustained_elapsed,%,5.36
h96_n8,k2,lts__ltcfabric2lts_cycles_active.sum.pct_of_peak_sustained_elapsed,%,10.55
h96_n8,k2,lts__lts2xbar_cycles_active_realtime.avg.pct_of_peak_sustained_elapsed,%,12.52
h96_n8,k2,lts__lts2xbar_cycles_active_realtime.max.pct_of_peak_sustained_elapsed,%,13.96
h96_n8,k2,lts__lts2xbar_cycles_active_realtime.min.pct_of_peak_sustained_elapsed,%,5.87
h96_n8,k2,lts__lts2xbar_cycles_active_realtime.sum.pct_of_peak_sustained_elapsed,%,12.52
h96_n8,k2,lts__t_sector_hit_rate.pct,%,51.22
h96_n8,k2,lts__t_sectors.avg.pct_of_peak_sustained_elapsed,%,17.91
h96_n8,k2,lts__t_sectors.max.pct_of_peak_sustained_elapsed,%,19.29
h96_n8,k2,lts__t_sectors.min.pct_of_peak_sustained_elapsed,%,8.70
h96_n8,k2,lts__t_sectors.sum.pct_of_peak_sustained_elapsed,%,17.91
h96_n8,k2,lts__t_tag_requests.avg.pct_of_peak_sustained_elapsed,%,39.04
h96_n8,k2,lts__t_tag_requests.max.pct_of_peak_sustained_elapsed,%,41.74
h96_n8,k2,lts__t_tag_requests.min.pct_of_peak_sustained_elapsed,%,19.02
h96_n8,k2,lts__t_tag_requests.sum.pct_of_peak_sustained_elapsed,%,39.04
h96_n8,k2,lts__throughput_internal_activity.avg.pct_of_peak_sustained_elapsed,%,38.94
h96_n8,k2,lts__throughput_internal_activity.max.pct_of_peak_sustained_elapsed,%,41.45
h96_n8,k2,lts__throughput_internal_activity.min.pct_of_peak_sustained_elapsed,%,19.07
h96_n8,k2,lts__throughput_internal_activity.sum.pct_of_peak_sustained_elapsed,%,38.94
h96_n8,k2,lts__xbar2lts_cycles_active.avg.pct_of_peak_sustained_elapsed,%,31.18
h96_n8,k2,lts__xbar2lts_cycles_active.max.pct_of_peak_sustained_elapsed,%,33.55
h96_n8,k2,lts__xbar2lts_cycles_active.min.pct_of_peak_sustained_elapsed,%,15.42
h96_n8,k2,lts__xbar2lts_cycles_active.sum.pct_of_peak_sustained_elapsed,%,31.18
h96_n8,k2,numa__cpu_affinity,,1
h96_n8,k2,numa__dev_display_name_all,,1
h96_n8,k2,numa__id_cpu,,1
h96_n8,k2,numa__id_memory,,1
h96_n8,k2,nvlink__bandwidth,,0
h96_n8,k2,nvlink__count_logical,,0
h96_n8,k2,nvlink__count_physical,,0
h96_n8,k2,nvlink__destination_ports,,0
h96_n8,k2,nvlink__dev0Id,,0
h96_n8,k2,nvlink__dev0type,,0
h96_n8,k2,nvlink__dev1Id,,0
h96_n8,k2,nvlink__dev1type,,0
h96_n8,k2,nvlink__dev_display_name_all,,1
h96_n8,k2,nvlink__enabled_mask,,262143
h96_n8,k2,nvlink__is_direct_link,,0
h96_n8,k2,nvlink__is_nvswitch_connected,,0
h96_n8,k2,nvlink__max_count,,18
h96_n8,k2,nvlink__peer_access,,0
h96_n8,k2,nvlink__peer_atomic,,0
h96_n8,k2,nvlink__source_ports,,0
h96_n8,k2,nvlink__system_access,,0
h96_n8,k2,nvlink__system_atomic,,0
h96_n8,k2,profiler__perfworks_session_reuse,,0
h96_n8,k2,profiler__replayer_bytes_mem_accessible.avg,byte,2133251051
h96_n8,k2,profiler__replayer_bytes_mem_accessible.max,byte,2133251051
h96_n8,k2,profiler__replayer_bytes_mem_accessible.min,byte,2133251051
h96_n8,k2,profiler__replayer_bytes_mem_accessible.sum,byte,21332510510
h96_n8,k2,profiler__replayer_bytes_mem_backed_up.avg,byte,2133251051
h96_n8,k2,profiler__replayer_bytes_mem_backed_up.max,byte,2133251051
h96_n8,k2,profiler__replayer_bytes_mem_backed_up.min,byte,2133251051
h96_n8,k2,profiler__replayer_bytes_mem_backed_up.sum,byte,21332510510
h96_n8,k2,profiler__replayer_passes,pass,10
h96_n8,k2,profiler__replayer_passes_type_warmup,pass,0
h96_n8,k2,sass__inst_executed_per_opcode,,175482792
h96_n8,k2,sass__inst_executed_per_opcode_category,,175482792
h96_n8,k2,sass__inst_executed_per_opcode_with_modifier_all,,175482792
h96_n8,k2,sass__inst_executed_per_opcode_with_modifier_selective,,175482792
h96_n8,k2,sass__inst_executed_register_spilling,inst,0
h96_n8,k2,sass__inst_executed_register_spilling_mem_local,byte,no data
h96_n8,k2,sass__inst_executed_register_spilling_mem_shared,byte,no data
h96_n8,k2,sass__inst_executed_register_spilling_op_read,inst,0
h96_n8,k2,sass__inst_executed_register_spilling_op_write,inst,0
h96_n8,k2,sass__thread_inst_executed_per_opcode_category,,0
h96_n8,k2,sass__thread_inst_executed_true_per_opcode,,0
h96_n8,k2,sass__thread_inst_executed_true_per_opcode_with_modifier_all,,0
h96_n8,k2,sass__thread_inst_executed_true_per_opcode_with_modifier_selective,,0
h96_n8,k2,sm__inst_executed.avg.pct_of_peak_sustained_elapsed,%,39.23
h96_n8,k2,sm__inst_executed.max.pct_of_peak_sustained_elapsed,%,45.38
h96_n8,k2,sm__inst_executed.min.pct_of_peak_sustained_elapsed,%,37.78
h96_n8,k2,sm__inst_executed.sum.pct_of_peak_sustained_elapsed,%,39.23
h96_n8,k2,sm__inst_executed_pipe_adu.avg.pct_of_peak_sustained_elapsed,%,4.65
h96_n8,k2,sm__inst_executed_pipe_adu.max.pct_of_peak_sustained_elapsed,%,5.47
h96_n8,k2,sm__inst_executed_pipe_adu.min.pct_of_peak_sustained_elapsed,%,4.43
h96_n8,k2,sm__inst_executed_pipe_adu.sum.pct_of_peak_sustained_elapsed,%,4.65
h96_n8,k2,sm__inst_executed_pipe_cbu_pred_on_any.avg.pct_of_peak_sustained_elapsed,%,2.81
h96_n8,k2,sm__inst_executed_pipe_cbu_pred_on_any.max.pct_of_peak_sustained_elapsed,%,3.30
h96_n8,k2,sm__inst_executed_pipe_cbu_pred_on_any.min.pct_of_peak_sustained_elapsed,%,2.68
h96_n8,k2,sm__inst_executed_pipe_cbu_pred_on_any.sum.pct_of_peak_sustained_elapsed,%,2.81
h96_n8,k2,sm__inst_executed_pipe_ipa.avg.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,sm__inst_executed_pipe_ipa.max.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,sm__inst_executed_pipe_ipa.min.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,sm__inst_executed_pipe_ipa.sum.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,sm__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_elapsed,%,20.31
h96_n8,k2,sm__inst_executed_pipe_lsu.max.pct_of_peak_sustained_elapsed,%,23.48
h96_n8,k2,sm__inst_executed_pipe_lsu.min.pct_of_peak_sustained_elapsed,%,19.56
h96_n8,k2,sm__inst_executed_pipe_lsu.sum.pct_of_peak_sustained_elapsed,%,20.31
h96_n8,k2,sm__inst_executed_pipe_tex.avg.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,sm__inst_executed_pipe_tex.max.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,sm__inst_executed_pipe_tex.min.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,sm__inst_executed_pipe_tex.sum.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,sm__inst_executed_pipe_uniform.avg.pct_of_peak_sustained_elapsed,%,2.55
h96_n8,k2,sm__inst_executed_pipe_uniform.max.pct_of_peak_sustained_elapsed,%,2.94
h96_n8,k2,sm__inst_executed_pipe_uniform.min.pct_of_peak_sustained_elapsed,%,2.45
h96_n8,k2,sm__inst_executed_pipe_uniform.sum.pct_of_peak_sustained_elapsed,%,2.55
h96_n8,k2,sm__instruction_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,sm__instruction_throughput_internal_activity.max.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,sm__instruction_throughput_internal_activity.min.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,sm__instruction_throughput_internal_activity.sum.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,sm__issue_active.avg.pct_of_peak_sustained_elapsed,%,39.34
h96_n8,k2,sm__issue_active.max.pct_of_peak_sustained_elapsed,%,45.54
h96_n8,k2,sm__issue_active.min.pct_of_peak_sustained_elapsed,%,37.88
h96_n8,k2,sm__issue_active.sum.pct_of_peak_sustained_elapsed,%,39.34
h96_n8,k2,sm__maximum_warps_avg_per_active_cycle,warp,12
h96_n8,k2,sm__maximum_warps_per_active_cycle_pct,%,18.75
h96_n8,k2,sm__mem_tensor_cycles_active.avg.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,sm__mem_tensor_cycles_active.max.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,sm__mem_tensor_cycles_active.min.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,sm__mem_tensor_cycles_active.sum.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,sm__memory_throughput.avg.pct_of_peak_sustained_elapsed,%,20.31
h96_n8,k2,sm__memory_throughput.max.pct_of_peak_sustained_elapsed,%,23.48
h96_n8,k2,sm__memory_throughput.min.pct_of_peak_sustained_elapsed,%,19.56
h96_n8,k2,sm__memory_throughput.sum.pct_of_peak_sustained_elapsed,%,20.31
h96_n8,k2,sm__memory_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed,%,0.19
h96_n8,k2,sm__memory_throughput_internal_activity.max.pct_of_peak_sustained_elapsed,%,0.22
h96_n8,k2,sm__memory_throughput_internal_activity.min.pct_of_peak_sustained_elapsed,%,0.18
h96_n8,k2,sm__memory_throughput_internal_activity.sum.pct_of_peak_sustained_elapsed,%,0.19
h96_n8,k2,sm__mio2rf_writeback_active.avg.pct_of_peak_sustained_elapsed,%,12.20
h96_n8,k2,sm__mio2rf_writeback_active.max.pct_of_peak_sustained_elapsed,%,14.10
h96_n8,k2,sm__mio2rf_writeback_active.min.pct_of_peak_sustained_elapsed,%,11.75
h96_n8,k2,sm__mio2rf_writeback_active.sum.pct_of_peak_sustained_elapsed,%,12.20
h96_n8,k2,sm__mio_inst_issued.avg.pct_of_peak_sustained_elapsed,%,13.25
h96_n8,k2,sm__mio_inst_issued.max.pct_of_peak_sustained_elapsed,%,15.34
h96_n8,k2,sm__mio_inst_issued.min.pct_of_peak_sustained_elapsed,%,12.75
h96_n8,k2,sm__mio_inst_issued.sum.pct_of_peak_sustained_elapsed,%,13.25
h96_n8,k2,sm__mio_pq_read_cycles_active.avg.pct_of_peak_sustained_elapsed,%,18.65
h96_n8,k2,sm__mio_pq_read_cycles_active.max.pct_of_peak_sustained_elapsed,%,21.78
h96_n8,k2,sm__mio_pq_read_cycles_active.min.pct_of_peak_sustained_elapsed,%,17.84
h96_n8,k2,sm__mio_pq_read_cycles_active.sum.pct_of_peak_sustained_elapsed,%,18.65
h96_n8,k2,sm__mio_pq_write_cycles_active.avg.pct_of_peak_sustained_elapsed,%,18.65
h96_n8,k2,sm__mio_pq_write_cycles_active.max.pct_of_peak_sustained_elapsed,%,21.77
h96_n8,k2,sm__mio_pq_write_cycles_active.min.pct_of_peak_sustained_elapsed,%,17.82
h96_n8,k2,sm__mio_pq_write_cycles_active.sum.pct_of_peak_sustained_elapsed,%,18.65
h96_n8,k2,sm__pipe_alu_cycles_active.avg.pct_of_peak_sustained_elapsed,%,25.82
h96_n8,k2,sm__pipe_alu_cycles_active.max.pct_of_peak_sustained_elapsed,%,29.86
h96_n8,k2,sm__pipe_alu_cycles_active.min.pct_of_peak_sustained_elapsed,%,24.88
h96_n8,k2,sm__pipe_alu_cycles_active.sum.pct_of_peak_sustained_elapsed,%,25.82
h96_n8,k2,sm__pipe_fma_cycles_active.avg.pct_of_peak_sustained_elapsed,%,11.84
h96_n8,k2,sm__pipe_fma_cycles_active.max.pct_of_peak_sustained_elapsed,%,13.69
h96_n8,k2,sm__pipe_fma_cycles_active.min.pct_of_peak_sustained_elapsed,%,11.41
h96_n8,k2,sm__pipe_fma_cycles_active.sum.pct_of_peak_sustained_elapsed,%,11.84
h96_n8,k2,sm__pipe_fmaheavy_cycles_active.avg.pct_of_peak_sustained_elapsed,%,13.25
h96_n8,k2,sm__pipe_fmaheavy_cycles_active.max.pct_of_peak_sustained_elapsed,%,15.33
h96_n8,k2,sm__pipe_fmaheavy_cycles_active.min.pct_of_peak_sustained_elapsed,%,12.68
h96_n8,k2,sm__pipe_fmaheavy_cycles_active.sum.pct_of_peak_sustained_elapsed,%,13.25
h96_n8,k2,sm__pipe_fp64_cycles_active.avg.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,sm__pipe_fp64_cycles_active.max.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,sm__pipe_fp64_cycles_active.min.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,sm__pipe_fp64_cycles_active.sum.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,sm__pipe_tc_cycles_active.avg.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,sm__pipe_tc_cycles_active.max.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,sm__pipe_tc_cycles_active.min.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,sm__pipe_tc_cycles_active.sum.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,sm__pipe_tensor_cycles_active.avg.pct_of_peak_sustained_elapsed,%,36.68
h96_n8,k2,sm__pipe_tensor_cycles_active.max.pct_of_peak_sustained_elapsed,%,42.42
h96_n8,k2,sm__pipe_tensor_cycles_active.min.pct_of_peak_sustained_elapsed,%,35.35
h96_n8,k2,sm__pipe_tensor_cycles_active.sum.pct_of_peak_sustained_elapsed,%,36.68
h96_n8,k2,sm__pipe_tma_cycles_active.avg.pct_of_peak_sustained_elapsed,%,7.67
h96_n8,k2,sm__pipe_tma_cycles_active.max.pct_of_peak_sustained_elapsed,%,8.87
h96_n8,k2,sm__pipe_tma_cycles_active.min.pct_of_peak_sustained_elapsed,%,7.39
h96_n8,k2,sm__pipe_tma_cycles_active.sum.pct_of_peak_sustained_elapsed,%,7.67
h96_n8,k2,sm__pipe_xu_cycles_active.avg.pct_of_peak_sustained_elapsed,%,0.73
h96_n8,k2,sm__pipe_xu_cycles_active.max.pct_of_peak_sustained_elapsed,%,0.84
h96_n8,k2,sm__pipe_xu_cycles_active.min.pct_of_peak_sustained_elapsed,%,0.70
h96_n8,k2,sm__pipe_xu_cycles_active.sum.pct_of_peak_sustained_elapsed,%,0.73
h96_n8,k2,smsp__maximum_warps_avg_per_active_cycle,warp,3
